00後	línglínghòu
十二月	Shí'èryuè
十二點	shí一diǎn
十五	shíwǔ
十五味沉香丸	shíwǔwèi chénxiāng wán
十位	shíwèi
十億	shíyì
十全	shíquán
十全十美	shíquánshíměi
十全大補湯	shí quán dà bǔ tāng
十八	shíbā
十八烷	shíbāwán
十八禁	shíbājìn
十八般武藝	shíbā bān wǔyì
十六	shíliù
十六味冬青丸	shíliùwèi dōngqīng wán
十六國	Shíliù-Guó
十分	shífēn
十分	shífēn
十動然拒	shídòngránjù
十	shí
十和田	Shíhétián
十四	shísì
十四行詩	shísìhángshī
十國	Shíguó
十堰	Shíyàn
十字	shízì
十字	shízì
十字架	shízìjià
十字螺絲刀	shízì luósīdāo
十字路	shízìlù
十字路口	shízì lùkǒu
十字軍	shízìjūn
十字軍東侵	Shízìjūn Dōngqīn
十字軍東征	Shízìjūn Dōngzhēng
十常侍	shíchángshì
十干	shígān
十年	shínián
十年樹木，百年樹人	shínián shùmù, bǎinián shùrén
十年河東，十年河西	shí nián hé dōng, shí nián hé xī
十幾	shíjǐ
十惡	shí'è
十戒	shíjiè
十指相扣	shízhǐxiāngkòu
十日町	Shírìtǐng
十月份	Shíyuèfèn
十月	Shíyuè
十番	shífān
十番樂	shífānyuè
十萬八千里	shí wàn bā qiān lǐ
十萬	shíwàn
十萬錯	shíwàncuò
十足	shízú
十進分類法	shíjìn fēnlèifǎ
十進制	shíjìnzhì
十進	shíjìn
十里洋場	shílǐyáng场
十面埋伏	shímiànmáifú
十面埋伏	shímiànmáifú
十面鑼	shímiànluó
十項全能	shíxiàng quánnéng
十香止痛丸	shíxiāng zhǐtòng wán
十香返生丸	shíxiāng fǎnshēng wán
十點	shídiǎn
千乘	qiānshèng
千乘萬騎	qiānshèng wàn jì
千億	qiānyì
千兆字節	qiānzhàozìjié
千克	qiānkè
千分尺	qiānfēnchǐ
千古	qiāngǔ
千古	qiāngǔ
千古罪人	qiāngǔzuìrén
千字節	qiānzìjié
千層	qiāncéng
千層樹	qiāncéngshù
千層皮	qiāncéngpí
千層糕	qiāncénggāo
千層酥皮	qiāncéng sūpí
千層酥餅	qiāncéng sūbǐng
千層餅	qiāncéngbǐng
千層麵	qiāncéngmiàn
千山萬水	qiānshānwànshuǐ
千島	Qiāndǎo
千島	Qiāndǎo
千島群島	Qiāndǎo Qúndǎo
千差萬別	qiānchā-wànbié
千年	qiānnián
千恩萬謝	qiān'ēnwànxiè
千斤	qiānjīn
千斤	qiānjīn
千斤頂	qiānjīndǐng
千方百計	qiānfāngbǎijì
千曲	Qiānqū
千柏鼻炎片	qiānbǎi bíyán piàn
千歲	Qiānsuì
千瓦	qiānwǎ
千百成群	qiān bǎi chéngqún
千真萬確	qiānzhēnwànquè
千秋萬歲	qiānqiū wànsuì
千篇一律	qiānpiān一lǜ
千米	qiānmǐ
千萬	qiānwàn
千萬	qiānwàn
千萬	qiānwàn
千萬富翁	qiānwàn fùwēng
千葉	Qiānyè
千言萬語	qiānyánwànyǔ
千變萬化	qiānbiànwànhuà
千足蟲	qiānzúchóng
千軍萬馬	qiānjūnwànmǎ
千載一遇	qiānzǎi一yù
千辛萬苦	qiānxīnwànkǔ
千里之行，始於足下	qiānlǐ zhī xíng, shǐyú zú xià
千里光	qiānlǐguāng
千里	qiānlǐ
千里姻緣一線牽	qiān lǐ yīnyuán 一xiàn qiān
千里眼	Qiānlǐyǎn
千里眼	Qiānlǐyǎn
千里草	qiānlǐcǎo
千里達及托巴哥	Qiānlǐdá jí Tuōbāgē
千金	qiānjīn
千金	qiānjīn
千金笑	qiānjīnxiào
千鈞一髮	qiānjūn一髮
千錘百煉	qiānchuíbǎiliàn
卅	sà
升任	shēngrèn
升值	shēngzhí
升	shēng
升天	shēngtiān
升學	shēngxué
升官	shēngguān
升帳	shēngzhàng
升平	shēngpíng
升旗	shēngqí
升格	shēnggé
升空	shēngkōng
升等	shēngděng
升級	shēngjí
升級	shēngjí
升職	shēngzhí
升華	shēnghuá
升華	shēnghuá
升起	shēngqǐ
升遷	shēngqiān
升降	shēngjiàng
升降梯	shēngjiàngtī
升降機	shēngjiàngjī
升騰	shēngténg
升高	shēnggāo
升麻	shēngmá
午休	wǔxiū
午休	wǔxiū
午前	wǔqián
午夜	wǔyè
午安	wǔ'ān
午宴	wǔyàn
午後	wǔhòu
午日	Wǔrì
午時	wǔshí
午牌	wǔpái
午睡	wǔshuì
午睡	wǔshuì
午覺	wǔjiào
午門	wǔmén
午間	wǔjiān
午飯	wǔfàn
午餐	wǔcān
午餐會	wǔcānhuì
午餐肉	wǔcānròu
卉	huì
半乳糖	bànrǔtáng
半人馬座	Bànrénmǎzuò
半休	bànxiū
半信半疑	bànxìn bànyí
半個	bàn ge
半價	bànjià
半元音	bànyuányīn
半分	bànfēn
半分	bànfēn
半	bàn
半半拉拉	bànban lālā
半吊子	bàndiàozi
半唐番	bàntángfān
半圓	bànyuán
半坡	Bànpō
半壁江山	bànbì jiāngshān
半壁河山	bànbì héshān
半夏	bànxià
半夜三更	bànyèsāngēng
半夜	bànyè
半大小子，吃死老子	bàndà xiǎozi, chī sǐ lǎozi
半天	bàntiān
半天	bàntiān
半封建	bànfēngjiàn
半導體	bàndǎotǐ
半山腰	bànshānyāo
半島	bàndǎo
半島	bàndǎo
半年	bànnián
半影	bànyǐng
半徑	bànjìng
半成品	bànchéngpǐn
半截	bànjié
半截	bànjié
半托	bàntuō
半拉	bànlǎ
半推半就	bàntuī bànjiù
半數	bànshù
半斤八兩	bànjīnbāliǎng
半新不舊	bànxīn 不jiù
半旗	bànqí
半晌	bànshǎng
半月刊	bànyuèkān
半月	bànyuè
半月神經節	bànyuè shénjīngjié
半枝蓮	bànzhīlián
半正矢	bànzhèngshǐ
半死不活	bànsǐ不huó
半死	bànsǐ
半殖民地	bànzhímíndì
半殖民地	bànzhímíndì
半決賽	bànjuésài
半海水	bànhǎishuǐ
半球	bànqiú
半球形	bànqiúxíng
半瓶子醋	bànpíngzicù
半瓶醋	bànpíngcù
半生不熟	bànshēng不熟
半生	bànshēng
半生	bànshēng
半田	Bàntián
半瘋兒	bànfēngr
半瘋	bànfēng
半盲	bànmáng
半真半假	bànzhēnbànjiǎ
半票	bànpiào
半程	bànchéng
半程馬拉松	bànchéng mǎlāsōng
半空	bànkōng
半空	bànkōng
半職	bànzhí
半胱氨酸	bànguāng'ānsuān
半胱胺酸	bànguāng胺suān
半自動	bànzìdòng
半衰期	bànshuāi期
半規管	bànguīguǎn
半角	bànjiǎo
半跏坐	bànjiāzuò
半路出家	bànlùchūjiā
半路	bànlù
半身不遂	bànshēn 不suí,bànshēn 不suì
半身	bànshēn
半載	bànzǎi
半輩子	bànbèizi
半透明	bàntòumíng
半透膜	bàntòu膜
半途	bàntú
半途而廢	bàntú'érfèi
半道兒	bàndàor
半道	bàndào
半邊	bànbiān
半邊天	bànbiāntiān
半邊蓮	bànbiānlián
半酣	bànhān
半面	bànmiàn
半音	bànyīn
半音階	bànyīnjiē
半餘矢	bànyúshǐ
半馬	bànmǎ
半點	bàndiǎn
卌	xì
卍	wàn
卍字	wànzì
卐	wàn
卑下	bēixià
卑劣	bēiliè
卑	bēi
卑南族	bēinánzú
卑官	bēiguān
卑微	bēi微
卑怯	bēi怯
卑爾根	Bēi'ěrgēn
卑詩	Bēishī
卑賤	bēijiàn
卑鄙	bēibǐ
卒中	cùzhòng
卒	cuì
卒	cù
卒	zú
卒	zú
卒年	zúnián
卒業	zúyè
卓別林	Zhuóbiélín
卓	zhuó
卓有成效	zhuóyǒuchéngxiào
卓柏卡布拉	zhuóbǎikǎbùlā
卓絕	zhuójué
卓著	zhuózhù
卓見	zhuójiàn
卓識	zhuó识
卓越	zhuóyuè
協作	xiézuò
協作	xiézuò
協力	xiélì
協力同心	xiélì tóngxīn
協助	xiézhù
協	xié
協同	xiétóng
協同	xiétóng
協和	xiéhé
協商	xiéshāng
協商	xiéshāng
協奏	xiézòu
協奏曲	xiézòuqǔ
協定	xiédìng
協定	xiédìng
協方差	xiéfāngchā
協會	xiéhuì
協理	xiélǐ
協理	xiélǐ
協約	xiéyuē
協約國	Xiéyuēguó
協調世界時	Xiétiáoshìjièshí
協調	xiétiáo
協調	xiétiáo
協調	xiétiáo
協議	xiéyì
協議	xiéyì
協議書	xiéyìshū
協辦	xiébàn
南丁格爾	Nándīnggé'ěr
南三角座	Nánsānjiǎozuò
南下	nánxià
南丫島	Nányā Dǎo
南中國海	Nán Zhōngguó Hǎi
南丹	Nándān
南也門	Nán-Yěmén
南乳	nánrǔ
南亞	Nán亞
南亞次大陸	Nán亚 Cìdàlù
南京	Nánjīng
南人	nánrén
南側	náncè
南充	Nánchōng
南內	Nánnèi
南冕座	Nánmiǎnzuò
南冠	nánguān
南冰洋	Nánbīngyáng
南北	nánběi
南北戰爭	Nánběi Zhànzhēng
南北朝	Nán-Běi Cháo
南區	nánqū
南十字	Nánshízì
南十字座	Nánshízì Zuò
南十字星	Nánshízì Xīng
南半球	nánbànqiú
南	nán
南	ná
南南合作	nán-nán hézuò
南卡羅來納	Nán-Kǎluóláinà
南卡羅萊納	Nán-Kǎluóláinà
南原	Nányuán
南唐	Nántáng
南喬治亞島與南桑威奇群島	Nán Qiáozhì亚 Dǎo yǔ Nán Sāngwēiqí Qúndǎo
南喬治亞與南桑威奇群島	Nán Qiáozhì亚 yǔ Nán Sāngwēiqí Qúndǎo
南回歸線	Nánhuíguīxiàn
南國	nánguó
南國	nánguó
南圻	Nánqí
南城	Nánchéng
南大	Nándà
南天	nántiān
南天竺	nántiānzhú
南天竺	nántiānzhú
南奧塞提亞	Nán Àosètí亞
南奧塞梯	Nán Àosàitī,Nán Àosètī,Nán Àosāitī
南安普敦	Nán-Ānpǔdūn
南安普頓	Nán-Ānpǔdùn
南宋	Nán Sòng
南定	Nándìng
南宮	Nángōng
南寧	Nánníng
南山	Nánshān
南岸	nán'àn
南島	Nándǎo
南島原	Nándǎoyuán
南島語系	Nándǎo Yǔxì
南嶺	Nánlǐng
南嶽	Nányuè
南平	Nánpíng
南戲	nánxì
南投	Nántóu
南斯拉夫	Nánsīlāfū
南方	nánfāng
南昌	Nánchāng
南明	Nánmíng
南朝	Náncháo
南朝鮮	Nán Cháoxiǎn,Nán Cháoxiān,Nán Zhāoxiān
南梆子	nánbāngzi
南極半島	Nánjí Bàndǎo
南極	Nánjí
南極圈	Nánjíquān
南極大陸	Nánjí Dàlù
南極座	Nánjízuò
南極洲	Nánjízhōu
南極海	Nánjíhǎi
南極點	Nánjídiǎn
南歐	Nán-Ōu
南沙	Nánshā
南沙參	nánshāshēn
南沙群島	Nánshā Qúndǎo
南河三	Nánhésān
南河	Nánhé
南洋	Nányáng
南浦	nánpǔ
南浦	nánpǔ
南海	Nánhǎi
南海諸島	Nánhǎi Zhūdǎo
南涼	Nánliáng
南淡路	Nándànlù
南漢	Nánhàn
南澳	Nán'ào
南澳大利亞	Nán-Àodàlì亚
南無	námó
南無阿彌陀佛	Nāmó Ēmítuófó,Námó Ēmítuófó
南燕	Nányān
南燭	nánzhú
南特	Nántè
南瓜	nánguā
南瓜子	nánguāzǐ
南瓜燈	nánguādēng
南畝	nánmǔ
南疆	nánjiāng
南疆	nánjiāng
南相馬	Nánxiàngmǎ
南礪	Nánlì
南端	nánduān
南管	nánguǎn
南緯	nánwěi
南美	Nán Měi
南美洲	nánměizhōu
南胡	nánhú
南腔北調	nánqiāngběidiào
南華	Nánhuá
南華真人	Nán Huá zhēnrén
南華經	Nánhuájīng
南華老仙	Nán Huá lǎo xiān
南葉門	Nán-Yèmén
南薑	nánjiāng
南薩摩	Nánsàmó
南蘇丹	Nán Sūdān
南蠻	Nánmán
南詔	Nánzhào
南詞	náncí
南越	Nányuè
南足柄	Nánzúbǐng
南轅北轍	nányuánběi轍
南通	Nántōng
南達科他	Nán-Dákētā
南邊	nánbiān
南郊	nánjiāo
南郡	Nán Jùn
南部	nánbù
南部	nánbù
南郭	nánguō
南郭	nánguō
南郭處士	nánguō chǔshì
南錫	Nánxī
南門	nánmén
南門	nánmén
南開	Nánkāi
南阿爾卑斯	Nán-Ā'ěrbēisī
南陽	Nányáng
南非	Nánfēi
南面	nánmiàn
南韓	Nánhán
南魚座	Nányúzuò
南魚沼	Nányúzhǎo
南齊	Nánqí
博主	bózhǔ
博伊西	Bóyīxī
博克拉	Bókèlā
博	bó
博士	bóshì
博士學位	bóshì xuéwèi
博士生	bóshìshēng
博士論文	bóshì lùnwén
博大	bódà
博大精深	bódàjīngshēn
博學	bóxué
博學強記	bóxué qiángjì
博客	bókè
博客圈	bókèquān
博導	bódǎo
博弈	bóyì
博弈	bóyì
博弈論	bóyìlùn
博彩	bócǎi
博愛	bó'ài
博愛	bó'ài
博愛座	bó'àizuò
博斯普魯斯海峽	Bósīpǔlǔsī Hǎixiá
博會	bóhuì
博樂	Bólè
博洛尼亞	Bóluòní亚
博爾塔拉	Bó'ěrtǎlā
博爾塔拉蒙古自治州	Bó'ěrtǎlā Měnggǔ Zìzhìzhōu,Bó'ěrtǎlā Ménggǔ Zìzhìzhōu
博物	bówù
博物學	bówùxué
博物院	bówùyuàn
博物館兒	bówùguǎnr
博物館	bówùguǎn
博物館學	bówùguǎnxué
博聞	bówén
博聞強識	bówén-qiángzhì
博茨瓦納	Bócíwǎnà
博覽	bólǎn
博覽會	bólǎnhuì
博識	bó识
博陵	Bólíng
卜卜米	bǔbǔmǐ
卜占	bǔzhān
卜占	bǔzhān
卜卦	bǔguà
卜筮	bǔshì
卟	bǔ
卟	jī
卟吩	bǔfēn
卟啉	bǔlín
占卜	zhānbǔ
占卜	zhānbǔ
占卦	zhānguà
占城	Zhànchéng
占婆	Zhànpó
占星	zhānxīng
占星學	zhānxīngxué
占星術	zhānxīngshù
占筮	zhānshì
占術	zhānshù
卡丁車	kǎdīngchē
卡介苗	kǎjièmiáo
卡住	kǎzhù
卡其	kǎqí
卡其布	kǎqíbù
卡其色	kǎqísè
卡利亞里	Kǎlì亚lǐ
卡利卡特	Kǎlìkǎtè
卡加利	Kǎjiālì
卡	kǎ,qiǎ
卡	kǎ
卡	kǎ
卡	kǎ
卡	kǎ
卡哇伊	kǎwāyī
卡塔尼亞	Kǎtǎní亚
卡塔爾	Kǎtǎ'ěr
卡塞爾	Kǎsài'ěr
卡尼丁	kǎnídīng
卡巴	kǎbā
卡巴萊	kǎbālái
卡巴迪	kǎbādí
卡布其諾	kǎbùqínuò
卡布基諾	kǎbùjīnuò
卡布奇諾	kǎbùqínuò
卡帶	kǎdài
卡式機	kǎshìjī
卡彭特	Kǎpéngtè
卡拉OK	kǎlā'ōukèi
卡拉OK廳	kǎlā'ōukèi tīng
卡拉OK機	kǎlā'ōukèijī
卡拉卡斯	Kǎlākǎsī
卡拉奇	Kǎlāqí
卡拉季	Kǎlājì
卡拉布里亞	Kǎlābùlǐyà
卡拉膠	kǎlājiāo
卡斯特里	Kǎsītèlǐ
卡昂	Kǎ'áng
卡朋特	Kǎpéngtè
卡林頓	Kǎlíndùn
卡桑	kǎsāng
卡桑	Kǎsāng
卡森城	Kǎsēnchéng
卡爾加里	Kǎ'ěrjiālǐ
卡爾	Kǎ'ěr
卡爾卡松	Kǎ'ěrkǎsōng
卡爾斯魯厄	Kǎ'ěrsīlǔ'è
卡爾瓦多斯	Kǎ'ěrwǎduōsī
卡片	kǎpiàn
卡特爾	kǎtè'ěr
卡紙	kǎzhǐ
卡紙	kǎzhǐ
卡薩布蘭卡	Kǎsàbùlánkǎ
卡西諾	kǎxīnuò
卡賓	kǎbīn
卡賓槍	kǎbīnqiāng
卡路里	kǎlùlǐ
卡車	kǎchē
卡迪夫	Kǎdífū
卡通	kǎtōng
卡達	Kǎdá
卡那卡那富族	Kǎnàkǎnàfùzú
卡里斯瑪	kǎlǐsīmǎ
卡鈔	kǎchāo,qiǎchāo
卡頓	kǎdùn
卡龍	kǎlóng
卣	yǒu
卦	guà
卦辭	guàcí
卬	áng
卬	yǎng
卮	zhī
卯	mǎo
卯時	mǎoshí
卯榫	mǎosǔn
卯眼	mǎoyǎn
印刷	yìnshuā
印刷	yìnshuā
印刷品	yìnshuāpǐn
印刷廠	yìnshuāchǎng
印刷機	yìnshuājī
印刷者	yìnshuāzhě
印刷體	yìnshuātǐ
印加	Yìnjiā
印	yìn
印善安拉	yìnshàn'ānlā
印地	yìndì
印地文	yìndìwén
印地語	yìndìyǔ
印堂	yìntáng
印子	yìnzi
印子錢	yìnziqián
印尼	Yìnní
印尼語	Yìnníyǔ
印州	Yìnzhōu
印度人	Yìndùrén
印度共和國	Yìndù gònghéguó
印度半島	Yìndù Bàndǎo
印度	Yìndù
印度尼西亞	Yìndùníxīyà
印度支那	Yìndùzhīnà
印度教	yìndùjiào
印度教徒	Yìndù jiàotú
印度斯坦	Yìndùsītǎn
印度斯坦語	yìndùsītǎnyǔ
印度河	Yìndù Hé
印度洋	Yìndùyáng
印度虎	yìndùhǔ
印度象	Yìndù xiàng
印度阿三	Yìndù āsān
印度食魚鱷	yìndù shíyú'è
印度鱷	yìndù'è
印支	Yìnzhī
印本	yìnběn
印染	yìnrǎn
印染	yìnrǎn
印歐	Yìn-Ōu
印歐語	Yìn'ōuyǔ
印歐語系	Yìn'ōuyǔxì
印沙安拉	yìnshā'ānlā
印泥	yìnní
印璽	yìnxǐ
印發	yìnfā
印章	yìnzhāng
印第安人	yìndì'ānrén
印第安	yìndì'ān
印第安座	Yìndì'ānzuò
印第安戰斧	yìndì'ān zhànfǔ
印第安納	Yìndì'ānnà
印第安納波利斯	Yìndì'ānnàbōlìsī
印經	yìnjīng
印綬	yìnshòu
印花	yìnhuā
印花稅	yìnhuāshuì
印花稅票	yìnhuā shuìpiào
印表機	yìnbiǎojī
印製	yìnzhì
印製電路板	yìnzhì diànlùbǎn
印西	Yìnxī
印證	yìnzhèng
印證	yìnzhèng
印譜	yìnpǔ
印象	yìnxiàng
印象派	yìnxiàngpài
印鑑	yìnjiàn
危亡	危wáng
危	危
危及	危jí
危在旦夕	危zàidàn夕
危地馬拉	危dìmǎlā
危害	危hài
危宿	危xiù
危急	危jí
危懼	危jù
危房	危fáng
危機	危jī
危機感	危jīgǎn
危機重重	危jī chóngchóng
危篤	危dǔ
危重	危zhòng
危險	危xiǎn
危險	危xiǎn
危險品	危xiǎnpǐn
危難	危nàn
卲	shào
即事	jíshì
即以其人之道，還治其人之身	jí yǐ qí rén zhī dào, huán zhì qí rén zhī shēn
即使	jíshǐ
即便	jíbiàn
即便	jíbiàn
即刻	jíkè
即	jí
即可	jíkě
即夜	jíyè
即將	jíjiāng
即席	jíxí
即席	jíxí
即日	jírì
即早	jízǎo
即是	jíshì
即時	jíshí
即時通信	jíshí tōngxìn
即時通訊	jíshí tōngxùn
即死	jísǐ
即溶咖啡	jíróng kāfēi
即為	jíwéi
即興	jíxìng
即速	jísù
即食	jíshí
即食麵	jíshímiàn
卵子	lǎnzi
卵子	luǎnzi,luǎnzǐ,lǎnzǐ
卵子	luǎnzǐ
卵巢	luǎncháo
卵巢囊腫	luǎncháo nángzhǒng
卵巢癌	luǎncháo癌
卵形	luǎnxíng
卵殼	luǎnké
卵生	luǎnshēng
卵白	luǎnbái
卵石	luǎnshí
卵磷脂	luǎnlínzhī
卵管	luǎnguǎn
卵翼	luǎnyì
卵胎生	luǎntāishēng
卵蒜	luǎnsuàn
卵裂	luǎnliè
卵黃	luǎnhuáng
卷	juǎn
卷	juàn
卷	quán
卷宗	juànzōng
卷筆刀	juǎnbǐdāo
卷縮	juǎnsuō
卷軸	juànzhóu
卸任	xièrèn
卸	xiè
卸妝	xièzhuāng
卸裝	xièzhuāng
卸貨	xièhuò
卸責	xièzé
卸載	xièzài
卸載	xièzǎi,xièzài
卻	què
卻待	quèdài
卻是	quèshì
卻步	quèbù
卻說	quèshuō
卿	qīng
卿卿我我	qīng qīng wǒ wǒ
卿大夫	qīngdàfū
厄利垂亞	Èlìchuí亞
厄則克耳	Èzékè'ěr
厄	è
厄娃	Èwá
厄弗所	Èfúsuǒ
厄弗所書	Èfúsuǒshū
厄斯德拉上	Èsīdélā Shàng
厄斯德拉下	Èsīdélā Xià
厄斯德拉	Èsīdélā
厄爾尼諾	È'ěrnínuò
厄爾尼諾現象	è'ěrnínuò xiànxiàng
厄爾巴索	È'ěrbāsuǒ
厄爾布魯士山	È'ěrbùlǔshì Shān
厄瓜多	Èguāduō
厄瓜多爾	Èguāduō'ěr
厄立特里亞	Èlìtèlǐ亞
厄運	èyùn
厄里亞	Èlǐ亚
厄難	ènàn
厎	dǐ
厓	yá
厙	shè
厚	hòu
厚味	hòuwèi
厚實	hòushi
厚實	hòushi
厚度	hòudù
厚待	hòudài
厚德	hòudé
厚德載物	hòudézàiwù
厚意	hòuyì
厚愛	hòu'ài
厚望	hòuwàng
厚木	Hòumù
厚樸	hòu朴
厚澤	hòuzé
厚生	hòushēng
厚積薄發	hòujībófā
厚紙	hòuzhǐ
厚臉皮	hòuliǎnpí
厚薄	hòu薄
厚遇	hòuyù
厚道	hòudào
厚重	hòuzhòng
厚重	hòuzhòng
厚重	hòuzhòng
厚顏	hòuyán
厚顏無恥	hòuyán wúchǐ
厝	cuò
厝	cuò
厝	cuò
厝	cuò
厝	Jí
厝火積薪	cuòhuǒjīxīn
厝邊	cuòbiān
原件	yuánjiàn
原住民	yuánzhùmín
原住民族	yuánzhùmínzú
原作	yuánzuò
原來	yuánlái
原來	yuánlái
原來	yuánlái
原來如此	yuánláirúcǐ
原價	yuánjià
原先	yuánxiān
原先	yuánxiān
原函數	yuánhánshù
原則上	yuánzéshàng
原則	yuánzé
原則性	yuánzéxìng
原則性	yuánzéxìng
原創作品	yuán chuàngzuòpǐn
原創	yuánchuàng
原創	yuánchuàng
原動力	yuándònglì
原	yuán
原原本本	yuányuánběnběn
原口動物	yuánkǒu dòngwù
原句	yuánjù
原告	yuángào
原唱	yuánchàng
原因	yuányīn
原圖	yuántú
原址	yuánzhǐ
原型	yuánxíng
原始印歐語	Yuánshǐ Yìn-Ōuyǔ
原始	yuánshǐ
原始林	yuánshǐlín
原始森林	yuánshǐ sēnlín
原始碼	yuánshǐ mǎ
原始程式	yuánshǐ chéngshì
原始語	yuánshǐyǔ
原始閩語	yuánshǐ 閩yǔ
原委	yuánwěi
原子	yuánzǐ
原子	yuánzǐ
原子序數	yuánzǐ xùshù
原子彈	yuánzǐdàn
原子時	yuánzǐshí
原子核	yuánzǐhé
原子爆彈	yuánzǐ bàodàn
原子爐	yuánzǐlú
原子筆	yuánzǐbǐ
原子能	yuánzǐnéng
原子質量	yuánzǐ 质liàng
原子質量單位	yuánzǐ质liàng dānwèi
原子量	yuánzǐliàng
原子鐘	yuánzǐzhōng
原宿	Yuánsù
原封不動	yuánfēng不dòng
原平	Yuánpíng
原底	yuándǐ
原形	yuánxíng
原形畢露	yuánxíng bì lù
原恆星	yuánhéngxīng
原意	yuányì
原故	yuángù
原教旨主義	yuánjiàozhǐzhǔyì
原文	yuánwén
原料	yuánliào
原是	yuánshì
原曲	yuánqū
原書	yuánshū
原有	yuányǒu
原本	yuánběn
原本	yuánběn
原材料	yuáncáiliào
原核	yuánhé
原核生物	yuánhé shēngwù
原案	yuán'àn
原樣	yuányàng
原汁原味	yuánzhīyuánwèi
原汁	yuánzhī
原汁	yuánzhī
原油	yuányóu
原煤	yuánméi
原爆	yuánbào
原版	yuánbǎn
原物	yuánwù
原理	yuánlǐ
原生代	Yuánshēngdài
原生	yuánshēng
原生態	yuánshēngtài
原生林	yuánshēnglín
原生生物	yuánshēng shēngwù
原生質	yuánshēng质
原產地	yuánchǎndì
原田	yuántián
原發	yuánfā
原礦	yuánkuàng
原稿	yuángǎo
原籍	yuánjí
原罪	yuánzuì
原聲帶	yuán shēngdài
原職	yuánzhí
原腸	yuáncháng
原腸胚	yuánchángpēi
原色	yuánsè
原著	yuánzhù
原語	yuányǔ
原諒	yuánliàng
原貌	yuánmào
原配	yuánpèi
原配	yuánpèi
原野	yuányě
原電池	yuándiànchí
原點	yuándiǎn
厥	jué
厭世	yànshì
